Ponsonby news|2021 08 12|9912050963502836|22236734980002836|23370142720002836
Ponsonby news|2021 10 07|9912050963502836|22236734980002836|23370141130002836
Ponsonby news|2021 09 07|9912050963502836|22236734980002836|23370141120002836
Geraldine news|2021 09 30|9914793303502836|22215616190002836|23370141110002836
Kaipara Lifestyler|2021 09 21|9914758883502836|22254819960002836|23370153220002836
Kaipara Lifestyler|2021 10 05|9914758883502836|22254819960002836|23370153210002836
Kaipara Lifestyler|2021 09 28|9914758883502836|22254819960002836|23370153200002836
Weekend Sun|2021 09 24|9915789603502836|22183434080002836|23370141090002836
Weekend Sun|2021 10 08|9915789603502836|22183434080002836|23370153190002836
Weekend Sun|2021 10 01|9915789603502836|22183434080002836|23370153180002836
Education Gazette|v. 100, no. 12|9919119906902836|22369219170002836|23370141080002836
The weekend lifestyler|2021 10 08|9918994269002836|22350801370002836|23370141070002836
The weekend lifestyler|2021 10 01|9918994269002836|22350801370002836|23370153170002836
The weekend lifestyler|2021 09 24|9918994269002836|22350801370002836|23370153160002836
Explore Dunedin|2020 01|9919061063502836|22366692760002836|23370151310002836
Active retirees|2021 03|9919132125302836|22370179210002836|23370151080002836
Active retirees|2021 06|9919132125302836|22370179210002836|23370439260002836
Active retirees|2020 09|9919132125302836|22370179210002836|23370439250002836
Active retirees|2021 01|9919132125302836|22370179210002836|23370151070002836
Active retirees|2021 04|9919132125302836|22370179210002836|23370151060002836
Active retirees|2020 07|9919132125302836|22370179210002836|23370151010002836
Active retirees|2021 08|9919132125302836|22370179210002836|23370151000002836
Active retirees|2021 10|9919132125302836|22370179210002836|23370439220002836
Active retirees|2020 11|9919132125302836|22370179210002836|23370150990002836
Active retirees|2021 07|9919132125302836|22370179210002836|23370438270002836
